mapwide_id,source_edge,sink_edge,route_edges,route_edge_count,depart,reason
expanded_v7_mapwide_00560,521770125#0,238535895#0,521770125#0 521770125#1 521770125#2 521770125#3 218910312#0 218910312#2 218910312#3 -1392679400 -218910324#11 -218910324#10 -218910324#9 -218910324#7 -218910324#6 -218910324#5 -420187960#3 239357580#0 -381570321#0 -420187960#1 -420187960#0 -381458583#6 -381458583#5 -381458583#2 -381458583#1 -381458583#0 -218681380#5 -218681380#4 -218681380#3 -218681380#2 -218681380#1 -218681380#0 -520307305#4 -520307305#3 1279010544#0 420187959#1 420187959#2 420187959#3 420187959#4 420187959#5 420187959#6 420187959#7 420187959#8 420187959#9 420187959#10 420187959#11 420187959#12 -913826317 -420319848#5 -420319848#4 -420319848#3 -420319848#2 381452175#0 381452175#1 381452175#2 381452175#3 -381452122#3 913009312#9 913009312#10 -218923171#5 -218923171#4 -218923171#2 -218923171#1 184083191#2 773066536#0 348657481#0 348657481#1 348657481#2 348657481#3 348657481#4 1283637489 607077076#0 607077076#1 -348659730 656122999 656122998#0 218771978#2 218771978#3 218771978#4 238535895#0,78,3090.16,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00561,377333837#0,272232099#1,377333837#0 377333837#1 377333837#2 377333837#3 377333864 -377333837#1 -377333837#0 519100623#0 -377333856 -377333891#0 -420181757#2 -420181756 377333825#0 377333825#1 -779239891 -381737989#1 -381737989#0 381737969#4 183272636#0 183272636#1 519071250 413106892 519097168#0 519097168#1 519097168#2 519097168#4 -218681380#7 -218681380#5 -218681380#4 -218681380#3 -218681380#2 -218681380#1 -218681380#0 -520307305#4 -520307305#3 -520307305#2 -520307305#1 -520307305#0 -37928420#2 -37928420#1 -37928420#0 37403487#0 913006753 913006754#0 913006754#1 913006754#2 913006754#3 913006754#4 -1291318446 -268782233#4 -268782233#3 -268782233#2 -268782329#1 -268782329#0 272228143#0 272228143#1 272228143#2 272228143#3 272228143#4 272228143#5 237470575#0 237470575#1 237470575#2 237470575#3 237470575#4 237470575#5 237470575#6 223418965#6 223418965#7 223418965#8 223418965#9 272232099#1,72,3096.51,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00562,464770424,-384030401#0,464770424 326189552#9 37403484#1 37403484#2 37403484#3 37403484#4 37403484#5 526967879#0 526967879#1 526967879#2 526967879#3 580350029#0 580350029#1 580350029#2 580350029#3 580350029#5 580350029#6 580350029#7 1339655672#0 1339655672#1 -580350028 1339655669 -778973690 -384030401#1 -384030401#0,25,3102.86,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00563,782892488#2,416172064,782892488#2 1205679418#14 329995230#0 329995230#1 228795484#0 228795484#1 228795468#3 908646367#11 218924602#0 218924602#1 218924602#2 218924602#3 656122993 156922850#1 -170403810#3 -170403810#2 -170403810#1 -170403810#0 1207199730#0 1207199730#1 1207199730#2 1207199730#3 1207199731#2 1458158605 218835937 1458158600 1458158598 -1458158597 -517641007 -1458158607 -1458158608 -1458158609 -517583989 -1458158610 -1458158611 -1458158612 -223435053 381218091#0 381218091#1 416172064,40,3109.21,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00564,516169308#7,377373566#0,516169308#7 516169308#8 -368834998#9 -368834998#8 -368834998#7 -368834998#6 -368834998#5 -368834998#4 289489780#0 289489780#1 289489780#3 289489780#4 289489780#5 377373668#1 -464412130#2 -464412130#1 -464412130#0 -377373704 -377373601#6 377373725#0 377373725#1 237264677#8 377373566#0,23,3115.57,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00565,-221431173#0,-221977892#3,-221431173#0 -221431169#0 37399752#2 37399752#3 37399752#4 37399752#5 37399752#6 37399752#7 37399752#8 37399752#9 141957153 142077711#1 236945321#1 236945321#2 236945321#3 236945321#4 196079107#0 196079107#1 446743583#0 446743583#1 1506928764#0 1506928764#1 1506928764#2 196079104#0 196079104#2 196079104#3 196079104#4 196079104#5 1153283294#0 1153283294#1 619392625 773060739#0 773060739#1 1208411212#0 1208411212#1 37402325#0 37402325#1 913546029 180368916#1 180368916#4 -221977892#3,41,3121.92,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00566,-1004836024,-243542155#0,-1004836024 233651280#1 218974504#3 218974504#4 218974504#5 219096265 708672701#0 708672701#1 708672701#2 708672701#3 708672701#4 708672701#5 708672701#6 708672701#7 708672701#8 708858347 -1499619438#0 -383097714 383097722#0 781985788#0 1465558146#0 1465558146#1 383097723 379943276 -243542155#1 -243542155#0,26,3128.27,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00567,-233526454#0,229026917#1,-233526454#0 -73550861#4 419752064#0 788674833 -419752060 -419752058#0 180190213#9 180190213#11 220027347#7 220027347#8 220027347#9 220027347#10 1207199730#0 1207199730#1 1207199730#2 1207199730#3 1207199731#2 1458158605 218835937 1458158600 1458158598 -1458158597 -517641007 -1458158607 -1458158608 -1458158609 -517583989 -1458158610 -1458158611 -1458158612 1458158615#0 1458158613#1 1458158613#3 1458158613#4 1458158613#5 1455528504#0 1455528504#1 1455528504#2 381218125#0 381218125#1 -381218124#3 -381218124#2 -381218124#0 381218115#1 381218115#2 381218115#3 -229026916#8 -229026916#5 -229026916#4 -229026916#3 -229026916#2 229026917#1,52,3134.63,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00568,-1176532865#1,415967618#6,-1176532865#1 -1176532865#0 -1176532864#0 229026906#1 416204675#0 416204675#1 416204675#2 -379730390#2 -379730390#1 -379730349 416204675#5 416204675#6 416204675#7 416204675#8 416204675#9 416204675#11 -229027410#4 -229027410#3 -229027410#2 -229027410#1 183521178#8 183521178#9 183521195#0 183521195#1 183521195#2 183521195#3 1455546617#0 1455546617#1 381218097 229026919 415967618#6,31,3140.98,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00569,420187963#0,238535896#1,420187963#0 381458594#1 381458594#2 381458594#3 381458594#4 -381458597 -381458581#3 -381458581#2 -381458581#1 239357573#19 239357573#20 239357573#21 -520307305#2 -520307305#1 -520307305#0 -37928420#2 -37928420#1 -37928420#0 218662402#0 218662402#1 520307306 913009311 1126339777#0 1126339777#1 -420331831 117914348#0 117914348#1 117914351#0 117914351#2 -420331825#0 913006754#9 1455512067 1455512071 428260116#1 1455518728 1455518727#0 1455518727#1 1455518727#2 1455524944 1455524946 1455524945 218923182 268783056#1 1455524950#0 1455524950#1 1455524952#0 1455524952#1 1455526423 1455526421 1455526422 1455526425#0 1455526425#1 482167259 482167260 1455527229 1455527230 1207481548 1455546620 1207481549#0 1207481549#1 1455546621 238535896#1,62,3147.33,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00570,381447829#0,420331831,381447829#0 420331831,2,3153.69,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00571,-381743714#2,420086344#0,-381743714#2 -381743714#1 -381743714#0 521770125#2 521770125#3 218910312#0 218910312#2 218910312#3 -1392679400 -218910324#11 -218910324#10 -218910324#9 -218910324#7 -218910324#6 -218910324#5 -420187960#3 239357580#0 -381570321#0 -420187960#1 -420187960#0 -381458583#6 -381458583#5 -381458583#2 -381458583#1 420187962#3 -218910324#0 -218960891#14 -218960891#13 -218960891#12 -218960891#11 -218960891#10 -218960891#9 -218960891#8 -218960891#6 -218960891#5 -218960891#4 -218960891#3 -218960891#2 -218960891#1 -218960891#0 -37399924#11 -37399924#10 -37399924#9 -37399924#8 -37399924#7 -37399924#6 -37399924#5 -37399924#4 -37399924#3 -37399924#2 -37399924#1 -37399924#0 218684411#0 218684411#1 218684411#2 218684411#3 218684411#4 218684411#5 218684411#6 218684411#7 -381807695#0 420080607#1 229028006#2 229028006#4 229028006#5 229028006#6 229028006#8 229028006#9 420086344#0,69,3160.04,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00572,-381453329,223418965#9,-381453329 420348556#2 381453320#2 381453320#3 1501824264 -1455497346 -503530174#1 -503530174#0 237470575#0 237470575#1 237470575#2 237470575#3 237470575#4 237470575#5 237470575#6 223418965#6 223418965#7 223418965#8 223418965#9,19,3164.96,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00573,-420187960#0,381570309#3,-420187960#0 -420309398#1 -420309398#0 -381570303#4 -381570303#3 -420310508#4 -420310508#3 -420310508#2 381570323 381570309#3,10,3171.32,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00574,-381746452#0,-37400066#0,-381746452#0 218960891#4 -381746450#3 -381746450#2 -340373565#6 381746452#2 381746452#3 -420097198#1 -420097207 -381746718 381737978#2 83339285#0 83339285#1 83339285#2 83339285#3 83339285#4 83339285#5 37400066#0 37400066#1 37400066#2 -381793820#3 779239883 779239884 381793815 -779239885 381793828#2 -779239884 -779239883 381793820#3 -37400066#2 -37400066#1 -37400066#0,32,3177.67,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00575,377333844,381807723#0,377333844 377333893#1 1442270413#0 1442270413#1 1442270413#2 519071250 413106892 519097168#0 519097168#1 519097168#2 519097168#4 -218960891#14 -218960891#13 -218960891#12 -218960891#11 -218960891#10 -218960891#9 -218960891#8 -218960891#6 -218960891#5 -218960891#4 -218960891#3 -218960891#2 -218960891#1 -218960891#0 -37399924#11 -37399924#10 -37399924#9 -37399924#8 -37399924#7 -37399924#6 -37399924#5 -37399924#4 -37399924#3 -37399924#2 -37399924#1 -37399924#0 218684411#0 218684411#1 218684411#2 218684411#3 218684411#4 218684411#5 -229028337#8 -229028337#7 229028340#9 229028345#10 381807723#0,48,3184.02,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00576,464458362#4,651817398#4,464458362#4 580350029#3 580350029#5 580350029#6 580350029#7 1339655672#0 1339655672#1 -580350028 1339655669 1339655668 516163750#0 516163750#1 1206220503#0 1206220503#1 333554718 333554719 219696191#0 219696191#1 619147740 619147739#0 651817398#0 651817398#1 651817398#2 651817398#3 651817398#4,25,3190.37,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00577,117784411#1,782892489#2,117784411#1 117784421#3 117784419#0 117784419#1 395564622#2 -198564928#25 -198564928#24 -198564928#21 -198564928#20 -198564928#19 -198564928#18 -198564928#17 -198564928#16 -198564928#15 -198564928#14 -198564928#13 -198564928#12 -198564928#11 -198564928#10 -228795463#4 -228795463#3 -228795463#1 -228795463#0 -228795477#3 -228795477#2 -420383143#1 -420383143#0 -1205679418#1 -767644535 -767644534#0 180368915#3 782892489#1 782892489#2,33,3196.73,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00578,244477710,-329995227#2,244477710 244477705#8 -344898677#10 -344898677#7 -344898677#5 -344898677#4 -344898677#3 -344898677#1 -344898677#0 464458362#0 464458362#1 464458362#2 -468168887#2 -468168887#1 -468168887#0 -224260187#6 -376666917 -376666933#0 -224260190#5 -224260190#4 -224260190#3 -224260190#2 -224260190#1 -224260190#0 1206220503#0 1206220503#1 333554718 333554719 219696191#0 219696191#1 619147740 619147739#0 619147739#1 619147739#2 619147739#3 619147739#4 619147739#5 619147739#6 781983103#1 781983103#2 921117704#0 921117704#1 1467498054 -781985788#0 -383097722#0 383097714 1499619438#0 1499619445#2 1499619444 1499619443#0 1499619443#1 1499619443#2 1499619443#3 198691077#0 198691077#1 198691077#2 198691077#3 198691077#4 198691077#5 198691077#6 198691077#7 198691077#9 198691077#10 198691077#11 198691077#12 198691077#13 198691077#14 913565824#1 913565824#2 782892488#2 782892488#3 782892488#4 782892488#5 420383141#0 -329995227#2,75,3203.08,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00579,198691078#4,419752057#4,198691078#4 198691077#7 198691077#9 198691077#10 198691077#11 198691077#12 198691077#13 198691077#14 913565824#1 913565824#2 913565824#6 913565824#7 913565824#8 913565824#9 913565824#10 913565824#11 919117822#1 919117822#2 919117822#3 919117822#4 1013396414#1 1013396414#2 306384116#0 306384116#1 419812905#0 419812905#1 -1013396417#0 -37403263#7 -37403263#6 -37403263#5 233651310#0 -329261487 -184445043#1 -184445043#0 -419812286#5 -117784412#0 180190213#3 419750459#0 419752057#3 419752057#4,40,3209.43,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00580,-229028339#1,-379584856#1,-229028339#1 -379730398#2 -379730398#1 -379730398#0 -732213457#1 -732213457#0 732213458 229028014#1 238538825#0 238538825#1 238538825#2 238538822#2 -379730387#2 -379730329#4 -379730329#3 -379730329#2 -379730329#1 238538823#4 238538823#5 183521185#13 263590234 1455241699#0 1455241699#1 379584862#1 379584862#2 416206250#0 416206250#1 416206250#2 416206250#3 -379584856#1,30,3215.79,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00581,381746724,420317543#1,381746724 -117770541#1 -381746452#2 340373565#6 381746450#2 381746450#3 -420317541#6 -420317541#5 -420317541#4 -420317541#3 -420317541#2 -420317541#1 -420317541#0 -375125209 117914354 420317540 420317543#0 420317543#1,18,3222.14,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00582,-331953288#2,-376666928#1,-331953288#2 464399096#0 464399096#1 464380980#1 516169312#9 516169312#10 516169312#11 516169312#12 516169312#13 516169312#14 499417661#0 837752063#1 837752063#2 837752066#0 837752066#1 585352850#3 585352851#0 585352851#1 218707545 619137615#0 619137615#1 619137615#3 619137615#4 464447942#0 464447942#1 464447942#2 464447942#3 344898685 384030384 -464458358#0 -464458860#4 -464458860#3 -464458860#1 -464458860#0 -376666928#2 -376666928#1,36,3228.49,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00583,233651332#0,-228795463#0,233651332#0 -788674832 517641017#2 517641017#3 517641017#4 517641017#5 517641017#6 517641017#7 517641017#8 517706841#1 517706841#2 517706841#3 517706841#4 517706841#5 908694579 656122981#0 908646367#5 908646367#6 908646367#7 -329995230#2 -329995230#1 -329995230#0 -1205679418#14 -1205679418#12 -1205679418#11 -1205679418#10 -1205679418#9 -1205679418#8 -1205679418#7 -1205679418#6 228795474#0 228795474#1 228795474#2 -228795463#1 -228795463#0,35,3234.85,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00584,266255488#0,-238536650#1,266255488#0 266255488#1 266255488#2 -420108609#2 -420108609#1 -381730930#3 -381730930#1 -381730930#0 -83339285#5 -83339285#4 -83339285#3 -83339285#2 -83339285#1 -83339285#0 -482188707#1 -340373564#4 -340373564#3 -340373564#2 381802856 381802880#1 -340373566#2 -340373566#1 -340373566#0 -420089386#5 -420089386#4 -420089386#3 -420089386#2 -420089386#1 -420089386#0 -870977308#0 -117770551#4 -117770551#3 -117770551#2 -117770551#0 -183272625#1 -174870621#2 381807720#1 381807720#2 381807720#3 381807720#4 800229257#2 911522748#0 911522748#1 183521074#0 183521074#1 183521074#2 -381809847 -238536650#1,48,3241.20,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00585,-37399924#8,381807706#0,-37399924#8 -37399924#7 -37399924#6 -37399924#5 -37399924#4 -37399924#3 -37399924#2 -37399924#1 -37399924#0 218684411#0 218684411#1 218684411#2 218684411#3 218684411#4 218684411#5 218684411#6 218684411#7 -381807695#0 420080607#1 420080604#0 420080604#1 420080604#2 229028020#4 229028020#5 229028020#6 229028020#7 229028020#8 420080602#0 420080602#1 420080602#2 381807706#0,31,3246.12,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00586,183521195#1,-420092889#1,183521195#1 788674837 381218106#1 -517932075#3 -517932075#2 -517932075#1 -517932075#0 1153283290 770890583#0 770890583#1 770890583#2 773060741#0 773060741#1 770890587 770890589#0 770890589#1 770890589#2 770890589#3 770890589#4 770890589#5 773066535#0 218923178#0 218923178#1 218923178#2 218923178#3 218923178#4 218923178#7 578313749#0 578313749#1 420331816#0 420331816#1 381802847#0 -420331812#4 -420331812#3 -420331812#2 381802858 -381802844#2 -381802844#1 -381802844#0 117914344#2 -117914353#2 -117914353#1 381802883#0 -420092889#2 -420092889#1,45,3252.47,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00587,-464155346#0,1216356209#0,-464155346#0 517328038#1 -464154085#2 -464154085#1 -464154085#0 -447956867#2 -447956867#1 1244243645 -37401486#22 -238545096#2 -238545096#1 -238545096#0 516398275#3 516398275#4 516398275#5 516398275#6 516398275#7 516398275#8 516398275#9 908636259#0 908636259#1 908636259#3 908636259#4 908720245#0 908720245#1 -224258726#1 1216356209#0,27,3258.83,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00588,320463245#4,381802875,320463245#4 -1125773044 -381456420#7 -381456468#1 -381456468#0 381456466#1 -381456420#5 -381456420#4 -381456420#1 -381456420#0 198564928#15 198564928#16 198564928#17 198564928#18 198564928#19 198564928#20 198564928#21 198564928#24 198564928#25 198564928#26 198564928#27 198564928#28 1455518726 1455518729#0 1455518729#1 1455518729#2 1455518729#4 1455518729#5 1455518729#6 1455518729#7 183272587 -218773868#0 -180368918#8 -180368918#7 -180368918#6 -180368918#5 -180368918#3 -180368918#0 -800229255 -578313748#2 -578313748#0 174870621#0 174870621#2 183272625#1 117770551#0 117770551#2 117770551#3 117770551#4 870977308#0 -37399924#5 381802845#0 381802845#1 381802845#2 381802845#3 381802845#4 420092891#4 420092891#5 381802875,58,3265.18,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00589,1207199730#3,1125773042,1207199730#3 170403826#0 170403826#1 170403826#2 170403826#3 37400684#1 37400684#2 37400684#3 732213462 620634300 1212424784 218769254#0 218769254#1 218769254#2 218769254#3 218769254#4 1456115797#0 184083252 333555370 1456115800 1456115801#0 1456115801#1 1456115801#2 1456115801#3 -198564928#21 381456422#1 381456422#3 381456422#4 381456422#6 381456422#7 420383150#1 381456461 320463283 320463177#1 1125773042,35,3271.53,expanded_map_background_distributed_boundary
expanded_v7_mapwide_00590,-381741927,219696192#4,-381741927 381741932#4 -218910324#3 -218910324#2 -218910324#1 -218910324#0 -218681380#7 -218681380#5 -218681380#4 -218681380#3 -218681380#2 -218681380#1 -218681380#0 -520307305#4 -520307305#3 -520307305#2 -520307305#1 -520307305#0 -37928420#2 -37928420#1 -37928420#0 37403487#0 913006753 913006754#0 913006754#1 913006754#2 913006754#3 913006754#4 -1291318446 -268782233#4 -268782233#3 -268782233#2 -268782329#1 -268782329#0 272228143#0 272228143#1 272228143#2 272228143#3 272228143#4 272228143#5 237470575#0 237470575#1 237470575#2 237470575#3 237470575#4 -273639501#2 -273639501#1 -273638834#8 -273638834#6 -273638834#5 -273638834#4 -273638834#3 -273638834#2 -273638834#1 219696192#0 219696192#1 219696192#3 219696192#4,58,3277.89,expanded_map_background_distributed_boundary
